symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,calloi,putoi
MXI,8/15/2019,0.3059,0.2318,0.2689,0,1,15,1
MXIM,8/15/2019,0.3065,0.3208,0.3136,109,48,23172,8161
MXL,8/15/2019,0.4004,0.4218,0.4111,22,10,3588,221
MYE,8/15/2019,0.2172,0.3799,0.2986,0,0,186,110
MYGN,8/15/2019,0.6898,0.6861,0.6880,9689,1613,7435,10264
MYL,8/15/2019,0.4801,0.4708,0.4754,2911,4886,285112,133265
MYOK,8/15/2019,0.5530,0.5412,0.5471,14,1,966,1935
MYOV,8/15/2019,2.0147,2.0147,2.0147,0,0,10,2
MYRG,8/15/2019,0.7625,0.5629,0.6627,0,0,3,16
MYY,8/15/2019,0.2304,0.2033,0.2168,0,0,24,0
MZZ,8/15/2019,0.5258,0.4194,0.4726,0,0,184,3
NAK,8/15/2019,0.4604,1.2545,0.8574,479,108,54877,9013
NANO,8/15/2019,0.4316,0.4006,0.4161,24,5,642,915
NANR,8/15/2019,0.3786,0.2337,0.3062,0,0,7,0
NAT,8/15/2019,0.9172,0.9811,0.9492,94,260,34205,8822
NATI,8/15/2019,0.2852,0.2778,0.2815,1,3,762,117
NAV,8/15/2019,0.5854,0.5680,0.5767,235,1786,10806,7929
NAVB,8/15/2019,0.0000,0.0000,0.0000,0,0,213,331
NAVI,8/15/2019,0.2647,0.4020,0.3334,200,121,4752,4906
NBEV,8/15/2019,0.8091,0.8517,0.8304,1034,979,82976,30441
NBHC,8/15/2019,0.4850,0.3287,0.4068,0,0,626,229
NBIX,8/15/2019,0.3983,0.3985,0.3984,162,99,12667,10093
NBL,8/15/2019,0.4798,0.4654,0.4726,107,108,35771,10545
NBLX,8/15/2019,0.5595,0.5362,0.5478,92,31,6574,3223
NBR,8/15/2019,1.2067,1.0498,1.1282,863,901,46375,49380
NBRV,8/15/2019,0.9846,0.8902,0.9374,780,135,24027,1019
NBTB,8/15/2019,0.2301,0.3014,0.2658,10,0,84,1
NCI,8/15/2019,0.6821,0.7642,0.7232,40,0,2178,248
NCLH,8/15/2019,0.3106,0.2965,0.3036,190,263,16841,12567
NCMI,8/15/2019,0.3933,0.5140,0.4536,0,2,2075,335
NCR,8/15/2019,0.3428,0.3370,0.3399,95,96,26784,13063
NCTY,8/15/2019,0.0000,0.0000,0.0000,0,0,272,23
NDAQ,8/15/2019,0.2338,0.2390,0.2364,98,616,7619,9257
NDLS,8/15/2019,0.8010,0.5749,0.6880,507,7,5689,2167
NDSN,8/15/2019,0.3527,0.3794,0.3660,24,213,305,3889
NDX,8/15/2019,0.2407,0.2331,0.2369,4957,10788,40681,73973
NE,8/15/2019,1.0978,1.1783,1.1380,2163,105,31145,23136
NEE,8/15/2019,0.1843,0.2014,0.1928,762,764,30821,31719
NEM,8/15/2019,0.3103,0.3247,0.3175,7268,6367,235774,220091
NEO,8/15/2019,0.4946,0.5417,0.5182,249,33,10429,1609
NEOG,8/15/2019,0.4020,0.2909,0.3465,0,0,181,362
NEOS,8/15/2019,0.0000,0.0000,0.0000,20,0,616,231
NEP,8/15/2019,0.2243,0.2346,0.2294,25,29,7932,1493
NEPT,8/15/2019,0.8377,0.8389,0.8383,1586,345,46909,17072
NERV,8/15/2019,0.3244,0.6295,0.4770,0,0,2092,826
NEU,8/15/2019,0.2043,0.2196,0.2120,0,0,132,54
NEW,8/15/2019,1.2063,0.7759,0.9911,0,0,358,100
NEWM,8/15/2019,0.5101,0.5614,0.5357,40,30,8009,1609
NEWR,8/15/2019,0.4688,0.4659,0.4674,856,152,14192,7248
NEWT,8/15/2019,0.3643,0.3374,0.3508,1,2,785,750
NFBK,8/15/2019,0.3260,0.2457,0.2858,0,0,139,13
NFG,8/15/2019,0.3069,0.3206,0.3137,10,11,4261,14136
NFLX,8/15/2019,0.3931,0.3883,0.3907,123732,105967,424646,462024
NG,8/15/2019,0.4786,0.4778,0.4782,926,256,24192,4702
NGD,8/15/2019,1.0635,1.5150,1.2892,242,5,71266,12781
NGG,8/15/2019,0.1886,0.1806,0.1846,504,177,6852,1896
NGHC,8/15/2019,0.3266,0.3082,0.3174,0,1,17,23
NGL,8/15/2019,0.1003,0.1034,0.1018,24,46,10933,3289
NGS,8/15/2019,1.2202,0.5907,0.9054,1,0,27,64
NGVC,8/15/2019,0.7186,0.7319,0.7252,0,1,358,450
NGVT,8/15/2019,0.4446,0.4045,0.4246,1,708,333,1239
NH,8/15/2019,0.0000,0.0000,0.0000,0,0,42,3
NHC,8/15/2019,0.2197,0.1977,0.2087,16,0,2796,2739
NHI,8/15/2019,0.1744,0.1533,0.1638,11,0,1106,3730
NHTC,8/15/2019,0.6730,0.6658,0.6694,0,27,1032,4827
NI,8/15/2019,0.2106,0.1971,0.2038,38,76,5080,1193
NIB,8/15/2019,0.2352,0.2462,0.2407,40,4,1059,871
NICE,8/15/2019,0.2558,0.2564,0.2561,104,7,4222,4554
NIHD,8/15/2019,0.0000,0.0000,0.0000,0,0,6977,16
NINE,8/15/2019,0.0000,0.0000,0.0000,0,0,40,4
NIO,8/15/2019,0.9429,0.8147,0.8788,34672,33728,977607,883505
NJR,8/15/2019,0.2707,0.2470,0.2589,0,0,157,50
NK,8/15/2019,0.0000,0.0000,0.0000,0,1,1216,436
NKE,8/15/2019,0.2755,0.2841,0.2798,3459,8984,138943,168302
NKTR,8/15/2019,0.6941,0.6938,0.6940,735,888,48109,21125
NL,8/15/2019,1.0533,1.0727,1.0630,3,0,912,38
NLNK,8/15/2019,1.1576,1.1786,1.1681,208,110,5136,2093
NLS,8/15/2019,0.0000,0.0000,0.0000,7,0,2047,159
NLSN,8/15/2019,0.3140,0.3360,0.3250,62,152,152290,39900
NLTX,8/15/2019,0.2722,0.3320,0.3021,0,0,486,18
NLY,8/15/2019,0.1863,0.1889,0.1876,3276,1834,63058,64571
NM,8/15/2019,1.0366,1.1169,1.0768,67,15,2282,2608
NMFC,8/15/2019,0.2549,0.4606,0.3578,0,0,344,522
NMIH,8/15/2019,0.4067,0.3713,0.3890,9,0,3252,1503
NMM,8/15/2019,0.6249,0.5745,0.5997,199,224,3289,2120
NMR,8/15/2019,1.0199,1.0199,1.0199,0,0,536,558
NMRK,8/15/2019,0.4029,0.5976,0.5002,70,2,7078,7367
NNBR,8/15/2019,0.6136,0.8909,0.7523,118,121,1418,1230
NNI,8/15/2019,0.2286,0.2561,0.2424,1,0,838,460
NNN,8/15/2019,0.1931,0.1782,0.1856,20,1,1384,11196
NNVC,8/15/2019,0.0000,0.0000,0.0000,0,0,22,0
NOA,8/15/2019,0.4930,0.4947,0.4938,22,0,967,521
NOAH,8/15/2019,0.7279,0.7160,0.7220,14,357,2480,9303
NOBL,8/15/2019,0.1950,0.2092,0.2021,4,4,329,142
NOC,8/15/2019,0.2683,0.2739,0.2711,1722,1522,30356,29652
NOG,8/15/2019,0.8159,0.9207,0.8683,24,28,14340,93921
NOK,8/15/2019,0.3165,0.3003,0.3084,8538,1245,492918,133779
NOMD,8/15/2019,0.2616,0.2463,0.2540,39,20,3494,1252
NOV,8/15/2019,0.4944,0.5039,0.4992,994,1326,41573,24572
NOVT,8/15/2019,0.3936,0.3947,0.3942,20,33,681,180
NOW,8/15/2019,0.3713,0.3618,0.3666,4677,4466,84229,56442
NP,8/15/2019,0.3149,0.3103,0.3126,0,0,107,27
NPO,8/15/2019,0.3470,0.3783,0.3627,0,0,125,37
NPTN,8/15/2019,0.7002,0.6735,0.6868,49,17,9280,3342
NQX,8/15/2019,0.2379,0.2376,0.2378,34,3,271,965
NR,8/15/2019,0.6039,0.5141,0.5590,1,1,658,10208
NRE,8/15/2019,0.7033,0.5530,0.6282,10,0,14833,404
NRG,8/15/2019,0.3094,0.3101,0.3097,121,154,25114,35124
NRP,8/15/2019,0.4975,0.3840,0.4408,1,1,1136,458
NRT,8/15/2019,0.5256,0.2943,0.4100,0,0,1038,144
NRZ,8/15/2019,0.2388,0.2085,0.2236,1861,562,35817,17486
NS,8/15/2019,0.3069,0.2580,0.2824,181,4,7431,4831
NSA,8/15/2019,0.1867,0.2775,0.2321,60,10,264,116
NSC,8/15/2019,0.2844,0.2840,0.2842,542,1910,28074,26747
NSIT,8/15/2019,0.3784,0.3683,0.3734,0,3,728,180
NSP,8/15/2019,0.3776,0.3910,0.3843,43,28,7243,1999
NSSC,8/15/2019,0.5437,0.6215,0.5826,22,1,1523,1075
NSTG,8/15/2019,0.5638,0.5547,0.5592,4,24,3813,582
NTAP,8/15/2019,0.3630,0.3603,0.3617,3245,3755,42522,55122
NTCT,8/15/2019,0.3769,0.3648,0.3708,3,0,249,2780
NTEC,8/15/2019,0.0000,0.0000,0.0000,43,78,13012,14482
NTES,8/15/2019,0.3925,0.4097,0.4011,2564,1505,19245,22446
NTGN,8/15/2019,0.0000,0.0000,0.0000,4,0,30,3
NTGR,8/15/2019,0.4085,0.4078,0.4082,63,45,1533,1856
NTLA,8/15/2019,0.6615,0.6157,0.6386,57,18,4001,1145
NTNX,8/15/2019,0.9260,0.9078,0.9169,2288,3371,99700,51490
NTP,8/15/2019,0.4996,0.3597,0.4296,0,1,1770,198
NTR,8/15/2019,0.2863,0.2778,0.2821,150,98,18682,13129
NTRA,8/15/2019,0.6365,0.4979,0.5672,45,11,1131,1148
NTRP,8/15/2019,2.2155,2.3375,2.2765,129,26,10488,4599
NTRS,8/15/2019,0.2987,0.3113,0.3050,42,15,5465,4080
NTUS,8/15/2019,0.6184,0.3138,0.4661,5,0,688,470
NTWK,8/15/2019,0.8425,0.7178,0.7802,0,0,63,237
NUAN,8/15/2019,0.2765,0.2741,0.2753,73,8,25216,14686
NUE,8/15/2019,0.3196,0.3119,0.3157,1138,1380,38013,26532
NUGT,8/15/2019,0.9807,1.0159,0.9983,23492,10083,181278,95444
NUS,8/15/2019,0.3983,0.4308,0.4146,245,239,3720,7379
NUVA,8/15/2019,0.3379,0.3174,0.3276,24,7,2395,1662
NVAX,8/15/2019,0.8884,1.0158,0.9521,3144,3552,9301,5537
NVCR,8/15/2019,0.4411,0.4574,0.4492,1250,216,20663,11335
NVDA,8/15/2019,0.5041,0.5100,0.5070,129915,100908,463582,463477
NVEE,8/15/2019,0.4997,0.3502,0.4250,10,50,4540,6000
NVGS,8/15/2019,0.3437,0.3414,0.3426,25,0,1452,1561
NVLN,8/15/2019,0.0000,0.0000,0.0000,0,0,1793,1002
NVMI,8/15/2019,0.3454,0.3222,0.3338,0,0,1613,2497
NVO,8/15/2019,0.2327,0.2449,0.2388,1068,443,15539,11315
NVRO,8/15/2019,0.4338,0.4183,0.4260,183,80,2830,9587
NVS,8/15/2019,0.2153,0.2091,0.2122,1056,644,25153,25614
NVT,8/15/2019,0.3620,0.3110,0.3365,0,0,4335,6751
NVTA,8/15/2019,0.6832,0.6614,0.6723,2909,1021,36355,29867
NVTR,8/15/2019,0.0000,0.0000,0.0000,0,0,1074,36
NWBI,8/15/2019,0.3195,0.4691,0.3943,0,0,198,5
NWE,8/15/2019,0.3045,0.2728,0.2886,4,1,138,115
NWL,8/15/2019,0.3486,0.3675,0.3580,1104,2914,135870,106001
NWN,8/15/2019,0.2019,0.2074,0.2046,0,0,288,183
NWPX,8/15/2019,0.3696,0.3856,0.3776,0,0,212,393
NWS,8/15/2019,0.0808,0.0485,0.0646,13,0,166,214
NWSA,8/15/2019,0.4591,0.3541,0.4066,16,12,385,360
NX,8/15/2019,0.4803,0.4806,0.4804,0,0,236,537
NXGN,8/15/2019,0.5027,0.3759,0.4393,16,5,1264,827
NXPI,8/15/2019,0.3702,0.3797,0.3750,8530,2643,158389,121755
NXRT,8/15/2019,0.2769,0.3192,0.2980,1,0,260,47
NXST,8/15/2019,0.4425,0.4407,0.4416,6324,83,41380,10421
NXTD,8/15/2019,0.0000,0.0000,0.0000,0,0,252,12
NYCB,8/15/2019,0.2821,0.2385,0.2603,176,232,22902,17213
NYMT,8/15/2019,0.7516,0.4497,0.6006,8,0,499,2053
NYMX,8/15/2019,1.1420,1.1615,1.1517,65,32,4198,965
NYT,8/15/2019,0.3355,0.3297,0.3326,62,38,20524,3110
O,8/15/2019,0.1888,0.2016,0.1952,419,175,16343,19704
OAK,8/15/2019,0.1917,0.1807,0.1862,0,0,1359,1938
OAS,8/15/2019,1.0926,1.0418,1.0672,697,336,61479,36189
OBE,8/15/2019,1.4073,1.4078,1.4076,0,0,1051,146
OC,8/15/2019,0.3342,0.3314,0.3328,110,71,19389,16008
OCFC,8/15/2019,0.4448,0.2460,0.3454,180,60,303,472
OCN,8/15/2019,0.6645,0.6691,0.6668,63,16,10352,1187
OCSI,8/15/2019,0.4763,0.4321,0.4542,0,0,16,1
OCSL,8/15/2019,0.5723,0.5468,0.5596,0,0,233,261
OCUL,8/15/2019,1.1678,0.8968,1.0323,28,33,13997,3540
OCX,8/15/2019,0.0000,0.0000,0.0000,0,0,1098,145
ODFL,8/15/2019,0.3283,0.3355,0.3319,40,458,3523,12328
ODP,8/15/2019,0.7890,0.8282,0.8086,805,25691,47640,49781
ODT,8/15/2019,0.6608,0.6242,0.6425,0,0,0,0
OEC,8/15/2019,0.7728,0.6864,0.7296,21,0,995,1743
OEF,8/15/2019,0.2099,0.2136,0.2118,4,59,1043,401
OESX,8/15/2019,0.9816,0.9814,0.9815,13,0,2630,455
OEX,8/15/2019,0.1845,0.2100,0.1972,877,1180,4554,6083
OFC,8/15/2019,0.3917,0.2500,0.3208,0,0,73,140
OFG,8/15/2019,0.3790,0.3745,0.3768,11,0,5828,4432
OFIX,8/15/2019,0.2912,0.3302,0.3107,0,5,1025,120
OGE,8/15/2019,0.2914,0.1769,0.2342,8,0,898,277
OGI,8/15/2019,0.8247,0.8956,0.8602,1054,367,8714,2112
OGS,8/15/2019,0.2159,0.1967,0.2063,8,0,268,66
OHI,8/15/2019,0.2232,0.2026,0.2129,205,863,16369,23968
OI,8/15/2019,0.4023,0.4157,0.4090,463,153,8877,4797
OIH,8/15/2019,0.4836,0.4601,0.4718,13328,27336,359784,425989
OII,8/15/2019,0.5609,0.6240,0.5924,0,17,931,2984
OIL,8/15/2019,0.6888,0.5624,0.6256,0,0,268,196
OILD,8/15/2019,1.0520,1.0735,1.0627,116,12,2592,675
OILNF,8/15/2019,0.0000,0.0000,0.0000,0,0,2004,380
OILU,8/15/2019,1.0122,1.0178,1.0150,234,368,9802,5045
OIS,8/15/2019,0.4145,0.6473,0.5309,0,11,478,542
OKE,8/15/2019,0.2676,0.2577,0.2626,334,292,43129,18673
OKTA,8/15/2019,0.6273,0.6242,0.6258,3378,2435,50517,42095
OLED,8/15/2019,0.4620,0.4581,0.4600,861,719,35365,24777
OLLI,8/15/2019,0.4521,0.4478,0.4500,122,803,6674,6582
OLN,8/15/2019,0.4869,0.4727,0.4798,382,191,21061,11253
OLP,8/15/2019,0.1907,0.1997,0.1952,2,0,90,130
OMC,8/15/2019,0.2305,0.2656,0.2480,1323,1720,10567,15051
OMCL,8/15/2019,0.3862,0.3642,0.3752,3,29,2590,4206
OMER,8/15/2019,0.6067,0.6806,0.6437,1133,925,24952,13710
OMEX,8/15/2019,1.4988,1.5319,1.5154,290,96,2850,1952
OMF,8/15/2019,0.3283,0.3620,0.3451,36,5,2864,3433
OMI,8/15/2019,0.8429,0.7110,0.7770,123,36,7854,9069
OMN,8/15/2019,0.1297,0.1297,0.1297,0,0,734,666
OMP,8/15/2019,0.0000,0.0000,0.0000,2,0,197,33
ON,8/15/2019,0.4433,0.4372,0.4402,1384,1422,91223,30807
ONB,8/15/2019,0.3744,0.3630,0.3687,0,0,49299,247
ONCE,8/15/2019,0.3221,0.3053,0.3137,93,78,18431,27504
ONDK,8/15/2019,0.6191,0.5992,0.6092,2,94,3880,3039
ONVO,8/15/2019,0.0000,0.0000,0.0000,0,0,4260,1116
OOMA,8/15/2019,0.5871,0.5835,0.5853,0,35,169,153
OPB,8/15/2019,0.5132,0.4257,0.4694,0,0,8,16
OPI,8/15/2019,0.3351,0.2969,0.3160,27,13,2320,2073
OPK,8/15/2019,0.9677,0.7605,0.8641,266,149,87430,50081
OPRX,8/15/2019,0.4475,0.4709,0.4592,327,0,2521,1222
OPY,8/15/2019,0.3539,0.3553,0.3546,12,0,4349,161
OR,8/15/2019,0.4639,0.4957,0.4798,85,5,5983,2816
ORA,8/15/2019,0.2208,0.2146,0.2177,0,0,180,92
ORAN,8/15/2019,0.1753,0.2011,0.1882,0,0,648,1358
ORBC,8/15/2019,0.4714,0.4867,0.4790,84,25,5207,1338
ORC,8/15/2019,0.7731,0.9041,0.8386,30,2029,651,1327
ORCL,8/15/2019,0.2791,0.2799,0.2795,4922,15483,224858,335208
ORI,8/15/2019,0.2091,0.2633,0.2362,3,15,2303,467
ORIT,8/15/2019,0.4758,0.2564,0.3661,0,1,149,79
ORLY,8/15/2019,0.2567,0.2532,0.2550,976,914,6422,12492
ORMP,8/15/2019,0.6600,0.6664,0.6632,100,0,1530,380
ORN,8/15/2019,0.6801,0.6949,0.6875,2,0,945,82
OSBC,8/15/2019,0.6736,0.7040,0.6888,0,0,109,26
OSG,8/15/2019,0.0000,0.0000,0.0000,25,0,651,1961
OSIS,8/15/2019,0.4096,0.4028,0.4062,82,3,2587,4098
OSK,8/15/2019,0.3427,0.3536,0.3482,91,313,3562,3096
OSPN,8/15/2019,0.5035,0.4920,0.4978,10,15,3644,2599
OSTK,8/15/2019,1.2264,1.2495,1.2380,25598,5912,113351,66286
OSUR,8/15/2019,0.5040,0.4244,0.4642,0,21,349,125
OSX,8/15/2019,0.4836,0.4995,0.4916,2,0,5,63
OTEX,8/15/2019,0.2243,0.2704,0.2474,0,1,2454,455
OTIC,8/15/2019,0.0000,0.0000,0.0000,0,0,697,21
OTTR,8/15/2019,0.2253,0.2122,0.2188,0,0,145,41
OUNZ,8/15/2019,0.2557,0.2557,0.2557,3,0,39,20
OUSA,8/15/2019,0.2484,0.2442,0.2463,0,0,6,8
OUT,8/15/2019,0.2722,0.3236,0.2979,408,32,8965,4233
OXFD,8/15/2019,0.7943,0.7943,0.7943,0,0,0,0
OXM,8/15/2019,0.5066,0.5043,0.5054,1,0,489,385
OXSQ,8/15/2019,0.8317,0.5861,0.7089,0,0,1211,2142
OXY,8/15/2019,0.3790,0.4090,0.3940,11741,4566,350034,255465
OZK,8/15/2019,0.4010,0.3829,0.3920,83,258,3684,7342
OZM,8/15/2019,0.7243,0.6078,0.6660,10,0,1642,836
PAA,8/15/2019,0.3008,0.3033,0.3021,695,81,36132,23946
PAAS,8/15/2019,0.4888,0.4980,0.4934,4063,454,129302,54321
PACB,8/15/2019,2.2541,2.1698,2.2120,162,4,21600,2882
PACW,8/15/2019,0.3019,0.4006,0.3512,246,12,2824,1096
PAG,8/15/2019,0.3677,0.3473,0.3575,22,13,2372,837
PAGP,8/15/2019,0.3009,0.3016,0.3012,19,15,12277,9612
PAGS,8/15/2019,0.6759,0.7030,0.6894,14661,4740,29059,40107
PAHC,8/15/2019,0.7017,0.4875,0.5946,0,0,101,113
PAM,8/15/2019,0.8852,0.8630,0.8741,474,115,43424,8836
PANW,8/15/2019,0.4639,0.4659,0.4649,1680,848,29779,40720
PAR,8/15/2019,0.5496,0.5525,0.5510,2,4,931,396
PARR,8/15/2019,0.2636,0.3001,0.2818,0,1,117,381
PATK,8/15/2019,0.6413,0.4182,0.5297,1,64,428,421
PAYC,8/15/2019,0.3903,0.3909,0.3906,639,289,15666,12276
PAYS,8/15/2019,0.9580,0.9578,0.9579,486,86,24278,11761
PAYX,8/15/2019,0.2289,0.2291,0.2290,997,422,34253,18677
PB,8/15/2019,0.3388,0.3198,0.3293,19,0,1146,1010
PBA,8/15/2019,0.3233,0.2206,0.2719,2,0,1183,722
PBCT,8/15/2019,0.2646,0.2920,0.2783,226,8,9075,2486
PBF,8/15/2019,0.5187,0.5111,0.5149,569,123,20983,11897
PBFX,8/15/2019,0.4064,0.4130,0.4097,125,32,778,2007
PBH,8/15/2019,0.3980,0.4101,0.4040,0,0,136,2400
PBI,8/15/2019,0.5011,0.6866,0.5938,381,128,27874,19693
PBPB,8/15/2019,0.3931,0.6494,0.5212,2,1,1761,616
PBR,8/15/2019,0.4320,0.4212,0.4266,20941,11998,537560,693040
PBR.A,8/15/2019,1.8954,2.2495,2.0724,0,0,111,170
PBT,8/15/2019,0.6054,0.5970,0.6012,0,11,457,169
PBW,8/15/2019,0.3600,0.2736,0.3168,0,0,97,20
PBYI,8/15/2019,1.2580,1.2423,1.2502,742,158,25071,8409
PCAR,8/15/2019,0.3087,0.2826,0.2956,159,276,8289,9263
PCEF,8/15/2019,0.1696,0.0915,0.1306,0,3,0,17
PCG,8/15/2019,1.0414,1.0190,1.0302,18287,36225,429084,323184
PCH,8/15/2019,0.3068,0.3303,0.3186,0,20,5467,5188
PCMI,8/15/2019,0.5683,0.6655,0.6169,1,5,629,442
PCOM,8/15/2019,0.8790,0.4288,0.6539,0,0,156,291
PCRX,8/15/2019,0.4495,0.4458,0.4476,0,20,4574,3715
PCSB,8/15/2019,0.4704,0.2936,0.3820,0,0,154,20
PCTI,8/15/2019,0.1809,0.1844,0.1826,0,0,87,15
PCTY,8/15/2019,0.4096,0.4532,0.4314,217,12,1692,1242
PCY,8/15/2019,0.0843,0.0831,0.0837,2,10,167,607
PCYG,8/15/2019,0.4642,0.6853,0.5748,0,51,618,402
PCYO,8/15/2019,0.2092,0.2874,0.2483,0,0,21,103
PD,8/15/2019,0.8548,0.8761,0.8654,1415,401,5669,7445
PDBC,8/15/2019,0.0000,0.0000,0.0000,0,0,17,0
PDCE,8/15/2019,0.6345,0.5881,0.6113,18,21,2762,4704
PDCO,8/15/2019,0.4678,0.4600,0.4639,81,99,4893,1523
PDD,8/15/2019,0.5654,0.5604,0.5629,4461,1353,78719,143278
PDFS,8/15/2019,0.7647,0.3566,0.5606,0,0,2867,7058
PDLI,8/15/2019,0.7922,0.9974,0.8948,41,65,2355,443
PDM,8/15/2019,0.2177,0.2016,0.2096,5,0,4,30
PDP,8/15/2019,0.2118,0.1855,0.1986,0,10,172,191
PDS,8/15/2019,0.8666,0.8666,0.8666,0,0,907,242
PE,8/15/2019,0.5420,0.5319,0.5370,725,51,54339,24537
PEB,8/15/2019,0.6681,0.3521,0.5101,0,0,250,164
PEBO,8/15/2019,0.1683,0.2619,0.2151,0,0,31,87
PEG,8/15/2019,0.1970,0.2064,0.2017,69,37,8721,2825
PEGA,8/15/2019,0.3711,0.3554,0.3632,1,1,1057,588
PEGI,8/15/2019,0.3012,0.3002,0.3007,138,21,10391,9204
PEI,8/15/2019,0.5717,0.7243,0.6480,108,1177,8744,38513
PEIX,8/15/2019,0.0000,0.0000,0.0000,0,0,2835,556
PEK,8/15/2019,0.2612,0.2815,0.2714,0,0,75,7
PEN,8/15/2019,0.4564,0.4764,0.4664,19,48,3311,3126
PENN,8/15/2019,0.4696,0.4662,0.4679,189,518,24846,7382
PEO,8/15/2019,0.2649,0.2556,0.2602,0,10,1382,159
PEP,8/15/2019,0.1836,0.2195,0.2016,5571,3188,128534,106715
PER,8/15/2019,0.0000,0.0000,0.0000,0,10,10962,475
PERI,8/15/2019,0.5513,0.7367,0.6440,46,8,653,778
PESI,8/15/2019,0.6912,0.6912,0.6912,0,0,32,60
PESX,8/15/2019,0.0000,0.0000,0.0000,0,0,1337,62
PETQ,8/15/2019,0.5381,0.5099,0.5240,208,476,6593,6013
PETS,8/15/2019,0.5808,0.5623,0.5716,173,329,19375,24164
PEY,8/15/2019,0.2746,0.2229,0.2488,15,0,104,231
PEZ,8/15/2019,0.2846,0.2705,0.2776,0,0,20,20
PFBC,8/15/2019,0.3399,0.3288,0.3344,0,0,54,0
PFE,8/15/2019,0.2397,0.2431,0.2414,37457,24361,598130,483189
PFF,8/15/2019,0.1352,0.0857,0.1104,76,4,1676,91480
PFG,8/15/2019,0.2990,0.3412,0.3201,17,119,5348,2673
PFGC,8/15/2019,0.4682,0.2494,0.3588,25,3,389,102
PFLT,8/15/2019,0.1940,0.1658,0.1799,0,0,106,219
PFM,8/15/2019,0.2693,0.2650,0.2672,0,0,0,0
PFMT,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
PFNX,8/15/2019,0.7168,0.4755,0.5962,2,0,965,570
PFPT,8/15/2019,0.3573,0.3745,0.3659,44,17,4099,6257
PFS,8/15/2019,0.2795,0.2326,0.2560,6,0,1205,12
PFSI,8/15/2019,0.1066,0.1111,0.1088,0,0,265,210
PFSW,8/15/2019,0.5897,0.5897,0.5897,10,0,338,1
PG,8/15/2019,0.2017,0.2028,0.2022,9013,12842,232954,264192
PGC,8/15/2019,0.2347,0.2450,0.2398,10,0,530,9
PGF,8/15/2019,0.4997,0.2586,0.3792,0,1,53,462
PGJ,8/15/2019,0.2413,0.2722,0.2568,13,0,526,75
PGNX,8/15/2019,0.7264,0.8983,0.8124,265,16,10360,1921
PGR,8/15/2019,0.2654,0.2590,0.2622,1376,1157,23766,11179
PGRE,8/15/2019,0.2796,0.2721,0.2759,0,0,21,10
PGTI,8/15/2019,0.4126,0.3522,0.3824,1,0,916,832
PGX,8/15/2019,0.0000,0.0000,0.0000,17,0,68,46
PH,8/15/2019,0.2876,0.3297,0.3086,75,494,7401,6377
PHB,8/15/2019,0.1353,0.1358,0.1356,0,0,23,2
PHDG,8/15/2019,0.8001,0.6508,0.7254,0,0,0,0
PHG,8/15/2019,0.2463,0.2328,0.2396,14,142,4366,5588
PHI,8/15/2019,0.5803,0.7429,0.6616,0,0,8,0
PHM,8/15/2019,0.3020,0.2991,0.3006,329,566,25014,23241
PHO,8/15/2019,0.2081,0.1967,0.2024,1,0,209,116
PHX,8/15/2019,0.5803,0.4041,0.4922,0,50,253,68
PI,8/15/2019,0.5821,0.5726,0.5774,95,12,6159,9424
PICK,8/15/2019,0.3590,0.3271,0.3430,0,0,90,67
PICO,8/15/2019,0.4626,0.4060,0.4343,16,0,1022,241
PID,8/15/2019,0.0477,0.0477,0.0477,0,0,18,3
PIE,8/15/2019,0.0000,0.0000,0.0000,0,0,1,0
PII,8/15/2019,0.4197,0.4294,0.4246,3500,103,16524,9051
PIN,8/15/2019,0.2206,0.1996,0.2101,0,1,480,149
PINC,8/15/2019,0.3322,0.3275,0.3298,1,2,634,641
PINS,8/15/2019,0.5325,0.5370,0.5348,5596,4364,77895,71960
PIRS,8/15/2019,1.0759,0.6780,0.8770,14,1,1863,279
PIZ,8/15/2019,0.1741,0.1787,0.1764,0,0,0,0
PJC,8/15/2019,0.2880,0.3111,0.2996,0,0,720,200
PJP,8/15/2019,0.4509,0.2165,0.3337,0,0,86,37
PJT,8/15/2019,0.3893,0.3727,0.3810,0,0,1239,293
PK,8/15/2019,0.2900,0.2550,0.2725,23,42,973,2291
PKE,8/15/2019,0.3809,0.2932,0.3370,3,0,292,87
PKG,8/15/2019,0.2796,0.3009,0.2902,36,171,6043,3260
PKI,8/15/2019,0.2882,0.2965,0.2924,11,27,2301,5427
PKOH,8/15/2019,0.6065,0.3839,0.4952,0,0,36,65
PKW,8/15/2019,0.1961,0.2466,0.2214,0,3,27,57
PKX,8/15/2019,0.3894,0.3834,0.3864,2,50,597,479
PLAB,8/15/2019,0.6613,0.5620,0.6116,2,21,1209,413
PLAN,8/15/2019,0.5843,0.5888,0.5866,2095,590,19150,11029
PLAY,8/15/2019,0.5889,0.5896,0.5893,1824,159,15647,5626
PLCE,8/15/2019,0.6636,0.6911,0.6774,360,302,18728,9085
PLD,8/15/2019,0.2217,0.2330,0.2274,95,74,15923,7495
PLNT,8/15/2019,0.3438,0.3434,0.3436,925,738,33058,16788
PLOW,8/15/2019,0.2659,0.2642,0.2650,0,0,310,52
PLSE,8/15/2019,0.6997,0.8753,0.7875,5,11,856,37
